benchmark,prediction,loss
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_187_40_overflow_check___00.smt2,UE+MathSAT,2399.9405689
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_60_48_overflow_check___00.smt2,UE+MathSAT,2399.9401499
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_60_63_overflow_check___00.smt2,UE+MathSAT,2399.9390809
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_155_61_overflow_check___00.smt2,UE+MathSAT,2399.938503
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_56_range_check___00.smt2,UE+MathSAT,2399.938084
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__power_and_sum__main.adb_16_31_range_check___00.smt2,Alt-Ergo,2399.9352801
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_147_22_range_check___00.smt2,UE+MathSAT,2399.9337369
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_147_44_overflow_check7___00.smt2,UE+MathSAT,2399.9323159
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/I827-015__oo__instr.adb_55_41_length_check___00.smt2,UE+MathSAT,2399.9320959
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_145_36_overflow_check___00.smt2,UE+MathSAT,2399.93188
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_147_44_overflow_check4___00.smt2,UE+MathSAT,2399.931493
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_62_25_overflow_check___00.smt2,UE+MathSAT,2399.9312549
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_3a1d6a_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,UE+MathSAT,2399.9244821
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_58_31_overflow_check___00.smt2,UE+MathSAT,2399.9234969
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_137_13_loop_invariant_init___00.smt2,UE+MathSAT,2399.921284
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_149_17_overflow_check7___00.smt2,UE+MathSAT,2399.9211301
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_127_32_range_check___00.smt2,UE+MathSAT,2399.920378
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_144_16_unreachable_branch___00.smt2,UE+MathSAT,2399.9185141
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv76___00.smt2,UE+MathSAT,2399.9178201
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_140_35_overflow_check10___00.smt2,UE+MathSAT,2399.9175691
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv37___00.smt2,UE+MathSAT,2399.916178
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_153_20_unreachable_branch___00.smt2,UE+MathSAT,2399.9145591
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_187_32_range_check___00.smt2,UE+MathSAT,2399.9109571
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_67_40_index_check___00.smt2,UE+MathSAT,2399.90918
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_149_17_overflow_check___00.smt2,UE+MathSAT,2399.906941
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_127_33_range_check4___00.smt2,UE+MathSAT,2399.9066271
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_59_52_range_check___00.smt2,UE+MathSAT,2399.9000519
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_138_56_range_check4___00.smt2,UE+MathSAT,2399.895497
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_81_25_overflow_check___00.smt2,UE+MathSAT,2399.885125
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_183_32_overflow_check___00.smt2,UE+MathSAT,2399.873638
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_69_67_overflow_check___00.smt2,UE+MathSAT,2399.860234
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_38_14_postcondition___00.smt2,CVC4,2399.848471
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_183_32_range_check___00.smt2,Alt-Ergo,2399.80085
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_35_13_dead_code___00.smt2,CVC4,2399.627311
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_40_16_unreachable_branch___00.smt2,CVC4,2399.606024
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_42_16_unreachable_branch___00.smt2,Alt-Ergo,2399.602059
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_10_14_loop_invariant_preserv___00.smt2,CVC4,2399.601619
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_44_16_unreachable_branch___00.smt2,UE+MathSAT,2399.571215
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_46_16_unreachable_branch___00.smt2,UE+MathSAT,2399.562573
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_58_18_unreachable_branch___00.smt2,Alt-Ergo,2399.5419
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_41_15_unreachable_branch___00.smt2,CVC4,2399.517885
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_50_20_unreachable_branch___00.smt2,Alt-Ergo,2399.514836
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_84_13_unreachable_branch___00.smt2,CVC4,2399.484678
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_56_18_unreachable_branch___00.smt2,CVC4,2399.458061
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_85_18_unreachable_branch___00.smt2,CVC4,2399.440646
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_10_precondition52___00.smt2,UE+MathSAT,2399.430963
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_43_15_unreachable_branch___00.smt2,UE+MathSAT,2399.430397
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_31_35_loop_invariant_preserv___00.smt2,CVC4,2399.412026
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_61_16_unreachable_branch___00.smt2,Alt-Ergo,2399.391026
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_153_10_assert10___00.smt2,UE+MathSAT,2399.30763
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_13_13_loop_invariant_preserv___00.smt2,Alt-Ergo,2399.292949
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_153_10_assert___00.smt2,UE+MathSAT,2399.139608
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_49_15_unreachable_branch___00.smt2,UE+MathSAT,2399.087326
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_45_15_unreachable_branch___00.smt2,CVC4,2399.008807
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_140_22_overflow_check7___00.smt2,Alt-Ergo,2399.004673
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_47_15_unreachable_branch___00.smt2,CVC4,2398.92059
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_55_21_unreachable_branch___00.smt2,CVC4,2398.86409
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_10_precondition16___00.smt2,CVC4,2385.5121
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_62_10_dead_code___00.smt2,CVC4,2384.7549
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_58_32_loop_invariant_init___00.smt2,UE+MathSAT,2384.6345
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_165_13_dead_code___00.smt2,CVC4,2377.2318
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_52_8_unreachable_branch___00.smt2,CVC4,2375.3104
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_179_15_unreachable_branch___00.smt2,UE+MathSAT,2375.03
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_192_7_dead_code___00.smt2,UE+MathSAT,2373.4962
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_85_10_assert___00.smt2,UE+MathSAT,2369.9938
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_84_7_dead_code___00.smt2,UE+MathSAT,2369.5029
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_195_10_unreachable_branch___00.smt2,UE+MathSAT,2369.1968
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_129_10_dead_code___00.smt2,UE+MathSAT,2368.3323
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.ads_17_39_unreachable_branch___00.smt2,UE+MathSAT,2367.2178
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_54_8_unreachable_branch___00.smt2,UE+MathSAT,2367.1111
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_56_8_unreachable_branch___00.smt2,CVC4,2366.3671
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_90_10_unreachable_branch___00.smt2,Alt-Ergo,2363.3166
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv4___00.smt2,Alt-Ergo,2362.2326
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv67___00.smt2,UE+MathSAT,2362.2259
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_58_8_unreachable_branch___00.smt2,UE+MathSAT,2362.0418
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_60_8_unreachable_branch___00.smt2,Alt-Ergo,2362.0339
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv55___00.smt2,Alt-Ergo,2361.9736
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_65_8_unreachable_branch___00.smt2,Alt-Ergo,2361.9479
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.ads_65_8_unreachable_branch___00.smt2,UE+MathSAT,2361.6014
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_207_10_unreachable_branch___00.smt2,CVC4,2361.6
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.ads_67_8_unreachable_branch___00.smt2,CVC4,2361.5829
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_199_10_unreachable_branch___00.smt2,CVC4,2361.581
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_201_10_unreachable_branch___00.smt2,UE+MathSAT,2361.5672
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_92_10_unreachable_branch___00.smt2,CVC4,2361.502
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_94_10_unreachable_branch___00.smt2,Alt-Ergo,2361.4254
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_66_15_unreachable_branch___00.smt2,CVC4,2361.3881
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_70_10_dead_code___00.smt2,CVC4,2361.3398
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_58_15_loop_invariant_preserv___00.smt2,CVC4,2361.0869
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv46___00.smt2,Alt-Ergo,2360.8937
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv43___00.smt2,UE+MathSAT,2360.8359
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_137_26_overflow_check4___00.smt2,CVC4,2314.334
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv7___00.smt2,CVC4,2202.841
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_58_32_loop_invariant_preserv___00.smt2,UE+MathSAT,1641.8220000000001
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_350db2_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,Vampire,296.419915
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_72_52_overflow_check___00.smt2,Vampire,253.056145
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_13_56_overflow_check___00.smt2,Vampire,250.75419200000002
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_13_56_range_check___00.smt2,Vampire,250.65523499999998
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_39_15_loop_invariant_init___00.smt2,Alt-Ergo,240.58798199999998
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_40_range_check4___00.smt2,Vampire,214.37378700000002
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.ads_17_60_unreachable_branch___00.smt2,Alt-Ergo,183.0305
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.ads_18_17_unreachable_branch___00.smt2,Alt-Ergo,176.7828
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_d187f0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2,Vampire,133.53878999999998
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_40_overflow_check4___00.smt2,Vampire,112.73652700000001
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_40_overflow_check7___00.smt2,Vampire,105.07769210000001
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/riposte__array_applications__why_db9cc8_array_applications-T-defqtvc__00.smt2,Vampire,95.1799961
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_106_15_loop_invariant_preserv___00.smt2,Vampire,65.5336
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_61_54_range_check___00.smt2,Alt-Ergo,50.7492819
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_69_88_index_check___00.smt2,Alt-Ergo,42.470488
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_31_overflow_check___00.smt2,Vampire,39.138109099999994
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_10_precondition7___00.smt2,Vampire,39.0992319
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_77_31_overflow_check___00.smt2,Vampire,38.478207000000005
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_134_13_loop_invariant_preserv19___00.smt2,Vampire,37.8724891
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_59_35_overflow_check___00.smt2,Vampire,37.594151
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_40_range_check10___00.smt2,Vampire,18.5211629
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_79_39_overflow_check___00.smt2,Vampire,18.447716999999997
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/QB10-026__counterexample__cartesian.adb_61_32_loop_invariant_init___00.smt2,Vampire,17.678236
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_53_39_unreachable_branch___00.smt2,Alt-Ergo,16.421366
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_57_52_range_check___00.smt2,Alt-Ergo,10.4362961
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.adb_123_32_range_check___00.smt2,Alt-Ergo,7.386322
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_138_40_overflow_check10___00.smt2,Vampire,7.33551
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_36_overflow_check10___00.smt2,Vampire,5.342084000000001
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O416-002__dyn_pred_in_loop__dyn_pred_in_loop.adb_12_19_overflow_check___00.smt2,Vampire,1.6138270000000001
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_138_84_overflow_check10___00.smt2,Vampire,1.0566130999999999
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_140_35_overflow_check7___00.smt2,Vampire,0.9019829
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_141_80_overflow_check7___00.smt2,Vampire,0.7248901000000001
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_general.adb_68_39_overflow_check___00.smt2,Vampire,0.6782309
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_31_overflow_check4___00.smt2,Vampire,0.5952011
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_10_precondition___00.smt2,Vampire,0.5272699
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_149_17_overflow_check4___00.smt2,Vampire,0.5229939
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_148_10_precondition28___00.smt2,Vampire,0.521395
/data/SMT-LIB-non-incremental/AUFDTNIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum_expanded.adb_62_57_range_check___00.smt2,Vampire,0.5049171
